dataset,prevalencia_real,prev_dyssyn,erro_dyssyn,n_amostras
1541_volcanoes-d4.csv,0.8,0.997398296817127,0.19739829681712695,100
1541_volcanoes-d4.csv,0.85,0.9975470078355398,0.14754700783553987,100
1541_volcanoes-d4.csv,0.9,0.9975692840325636,0.0975692840325636,100
1541_volcanoes-d4.csv,0.95,0.9972019878308543,0.047201987830854386,100
1566_hill-valley.csv,0.05,0.7219628485660078,0.6719628485660077,100
1566_hill-valley.csv,0.1,0.490753271704372,0.390753271704372,100
1566_hill-valley.csv,0.15,0.686627068136147,0.536627068136147,100
1566_hill-valley.csv,0.2,0.4399985464068486,0.2399985464068486,100
1566_hill-valley.csv,0.25,0.5462908119504686,0.2962908119504686,100
1566_hill-valley.csv,0.3,0.2951663834409478,0.0048336165590521785,100
1566_hill-valley.csv,0.35,0.6467873209687789,0.2967873209687789,100
1566_hill-valley.csv,0.4,0.547673826053267,0.14767382605326695,100
1566_hill-valley.csv,0.44,0.6504751682278775,0.21047516822787754,100
1566_hill-valley.csv,0.49,0.781832363088748,0.29183236308874805,100
1566_hill-valley.csv,0.54,0.8297885840731322,0.2897885840731321,100
1566_hill-valley.csv,0.6,0.5257753775656879,0.07422462243431205,100
1566_hill-valley.csv,0.65,0.7561286685019449,0.10612866850194491,100
1566_hill-valley.csv,0.7,0.8446729562545198,0.1446729562545198,100
1566_hill-valley.csv,0.75,0.9744206905481148,0.22442069054811475,100
1566_hill-valley.csv,0.8,0.7780664689643156,0.021933531035684406,100
1566_hill-valley.csv,0.85,0.9809933733033581,0.13099337330335814,100
1566_hill-valley.csv,0.9,0.9999554476059523,0.09995544760595232,100
1566_hill-valley.csv,0.95,0.7505422093388602,0.19945779066113978,100
182_satimage.csv,0.05,0.054978190629309726,0.004978190629309723,100
182_satimage.csv,0.1,0.09245336013132119,0.007546639868678817,100
182_satimage.csv,0.15,0.1772425051278857,0.027242505127885702,100
182_satimage.csv,0.2,0.19650034866566984,0.003499651334330167,100
182_satimage.csv,0.25,0.25676781771328155,0.006767817713281554,100
